Order ID,UID,Order Time
333,2150000,2023-03-15 13:46:17
334,2150001,2023-03-15 13:47:17
335,2150002,2023-03-15 13:48:17
336,2150003,2023-03-15 13:49:17
337,2150000,2023-03-15 13:50:17
338,2150001,2023-03-15 13:51:17
339,2150002,2023-03-15 13:52:17
340,2150003,2023-03-15 13:53:17
341,2150000,2023-03-15 13:54:17
342,2150001,2023-03-15 13:55:17
343,2150002,2023-03-15 13:56:17
344,2150003,2023-03-15 13:57:17
345,2150000,2023-03-15 13:58:17
346,2150001,2023-03-15 13:59:17
347,2150002,2023-03-15 14:00:17
348,2150003,2023-03-15 14:01:17
349,2150000,2023-03-15 14:02:17
350,2150001,2023-03-15 14:03:17
351,2150002,2023-03-15 14:04:17
352,2150003,2023-03-15 14:05:17
353,2150000,2023-03-15 14:06:17
354,2150001,2023-03-15 14:07:17
355,2150002,2023-03-15 14:08:17
356,2150003,2023-03-15 14:09:17
357,2150000,2023-03-15 14:10:17
358,2150001,2023-03-15 14:11:17
359,2150002,2023-03-15 14:12:17
360,2150003,2023-03-15 14:13:17
361,2150000,2023-03-15 14:14:17
362,2150001,2023-03-15 14:15:17
363,2150002,2023-03-15 14:16:17
364,2150003,2023-03-15 14:17:17
365,2150000,2023-03-15 14:18:17
366,2150001,2023-03-15 14:19:17
367,2150002,2023-03-15 14:20:17
368,2150003,2023-03-15 14:21:17
369,2150000,2023-03-15 14:22:17
370,2150001,2023-03-15 14:23:17
371,2150002,2023-03-15 14:24:17
372,2150003,2023-03-15 14:25:17
373,2150000,2023-03-15 14:26:17
374,2150001,2023-03-15 14:27:17
375,2150002,2023-03-15 14:28:17
376,2150003,2023-03-15 14:29:17
377,2150000,2023-03-15 14:30:17
378,2150001,2023-03-15 14:31:17
379,2150002,2023-03-15 14:32:17
380,2150003,2023-03-15 14:33:17
381,2150000,2023-03-15 14:34:17
382,2150001,2023-03-15 14:35:17
383,2150002,2023-03-15 14:36:17
384,2150003,2023-03-15 14:37:17
385,2150000,2023-03-15 14:38:17
386,2150001,2023-03-15 14:39:17
387,2150002,2023-03-15 14:40:17
388,2150003,2023-03-15 14:41:17
389,2150000,2023-03-15 14:42:17
390,2150001,2023-03-15 14:43:17
391,2150002,2023-03-15 14:44:17
392,2150003,2023-03-15 14:45:17
393,2150000,2023-03-15 14:46:17
394,2150001,2023-03-15 14:47:17
395,2150002,2023-03-15 14:48:17
396,2150003,2023-03-15 14:49:17
397,2150000,2023-03-15 14:50:17
398,2150001,2023-03-15 14:51:17
399,2150002,2023-03-15 14:52:17
400,2150003,2023-03-15 14:53:17
401,2150000,2023-03-15 14:54:17
402,2150001,2023-03-15 14:55:17
403,2150002,2023-03-15 14:56:17
404,2150003,2023-03-15 14:57:17
405,2150000,2023-03-15 14:58:17
406,2150001,2023-03-15 14:59:17
407,2150002,2023-03-15 15:00:17
408,2150003,2023-03-15 15:01:17
409,2150000,2023-03-15 15:02:17
410,2150001,2023-03-15 15:03:17
411,2150002,2023-03-15 15:04:17
412,2150003,2023-03-15 15:05:17
413,2150000,2023-03-15 15:06:17
414,2150001,2023-03-15 15:07:17
415,2150002,2023-03-15 15:08:17
416,2150003,2023-03-15 15:09:17
417,2150000,2023-03-15 15:10:17
418,2150001,2023-03-15 15:11:17
419,2150002,2023-03-15 15:12:17
420,2150003,2023-03-15 15:13:17
421,2150000,2023-03-15 15:14:17
422,2150001,2023-03-15 15:15:17
423,2150002,2023-03-15 15:16:17
424,2150003,2023-03-15 15:17:17
425,2150000,2023-03-15 15:18:17
426,2150001,2023-03-15 15:19:17
427,2150002,2023-03-15 15:20:17
428,2150003,2023-03-15 15:21:17
429,2150000,2023-03-15 15:22:17
430,2150001,2023-03-15 15:23:17
431,2150002,2023-03-15 15:24:17
432,2150003,2023-03-15 15:25:17
433,2150000,2023-03-15 15:26:17
434,2150001,2023-03-15 15:27:17
435,2150002,2023-03-15 15:28:17
436,2150003,2023-03-15 15:29:17
437,2150000,2023-03-15 15:30:17
438,2150001,2023-03-15 15:31:17
439,2150002,2023-03-15 15:32:17
440,2150003,2023-03-15 15:33:17
441,2150000,2023-03-15 15:34:17
442,2150001,2023-03-15 15:35:17
443,2150002,2023-03-15 15:36:17
444,2150003,2023-03-15 15:37:17
445,2150000,2023-03-15 15:38:17
446,2150001,2023-03-15 15:39:17
447,2150002,2023-03-15 15:40:17
448,2150003,2023-03-15 15:41:17
449,2150000,2023-03-15 15:42:17
450,2150001,2023-03-15 15:43:17
451,2150002,2023-03-15 15:44:17
452,2150003,2023-03-15 15:45:17
453,2150000,2023-03-15 15:46:17
454,2150001,2023-03-15 15:47:17
455,2150002,2023-03-15 15:48:17
456,2150003,2023-03-15 15:49:17
457,2150000,2023-03-15 15:50:17
458,2150001,2023-03-15 15:51:17
459,2150002,2023-03-15 15:52:17
460,2150003,2023-03-15 15:53:17
461,2150000,2023-03-15 15:54:17
462,2150001,2023-03-15 15:55:17
463,2150002,2023-03-15 15:56:17
464,2150003,2023-03-15 15:57:17
465,2150000,2023-03-15 15:58:17
466,2150001,2023-03-15 15:59:17
467,2150002,2023-03-15 16:00:17
468,2150003,2023-03-15 16:01:17
469,2150000,2023-03-15 16:02:17
470,2150001,2023-03-15 16:03:17
471,2150002,2023-03-15 16:04:17
472,2150003,2023-03-15 16:05:17
473,2150000,2023-03-15 16:06:17
474,2150001,2023-03-15 16:07:17
475,2150002,2023-03-15 16:08:17
476,2150003,2023-03-15 16:09:17
477,2150000,2023-03-15 16:10:17
478,2150001,2023-03-15 16:11:17
479,2150002,2023-03-15 16:12:17
480,2150003,2023-03-15 16:13:17
481,2150000,2023-03-15 16:14:17
482,2150001,2023-03-15 16:15:17
483,2150002,2023-03-15 16:16:17
484,2150003,2023-03-15 16:17:17
485,2150000,2023-03-15 16:18:17
486,2150001,2023-03-15 16:19:17
487,2150002,2023-03-15 16:20:17
488,2150003,2023-03-15 16:21:17
489,2150000,2023-03-15 16:22:17
490,2150001,2023-03-15 16:23:17
491,2150002,2023-03-15 16:24:17
492,2150003,2023-03-15 16:25:17
493,2150000,2023-03-15 16:26:17
494,2150001,2023-03-15 16:27:17
495,2150002,2023-03-15 16:28:17
496,2150003,2023-03-15 16:29:17
497,2150000,2023-03-15 16:30:17
498,2150001,2023-03-15 16:31:17
499,2150002,2023-03-15 16:32:17
500,2150003,2023-03-15 16:33:17
501,2150000,2023-03-15 16:34:17
502,2150001,2023-03-15 16:35:17
503,2150002,2023-03-15 16:36:17
504,2150003,2023-03-15 16:37:17
505,2150000,2023-03-15 16:38:17
506,2150001,2023-03-15 16:39:17
507,2150002,2023-03-15 16:40:17
508,2150003,2023-03-15 16:41:17
509,2150000,2023-03-15 16:42:17
510,2150001,2023-03-15 16:43:17
511,2150002,2023-03-15 16:44:17
512,2150003,2023-03-15 16:45:17
513,2150000,2023-03-15 16:46:17
514,2150001,2023-03-15 16:47:17
515,2150002,2023-03-15 16:48:17
516,2150003,2023-03-15 16:49:17
517,2150000,2023-03-15 16:50:17
518,2150001,2023-03-15 16:51:17
519,2150002,2023-03-15 16:52:17
520,2150003,2023-03-15 16:53:17
521,2150000,2023-03-15 16:54:17
522,2150001,2023-03-15 16:55:17
523,2150002,2023-03-15 16:56:17
524,2150003,2023-03-15 16:57:17
525,2150000,2023-03-15 16:58:17
526,2150001,2023-03-15 16:59:17
527,2150002,2023-03-15 17:00:17
528,2150003,2023-03-15 17:01:17
529,2150000,2023-03-15 17:02:17
530,2150001,2023-03-15 17:03:17
531,2150002,2023-03-15 17:04:17
532,2150003,2023-03-15 17:05:17
533,2150000,2023-03-15 17:06:17
534,2150001,2023-03-15 17:07:17
535,2150002,2023-03-15 17:08:17
536,2150003,2023-03-15 17:09:17
537,2150000,2023-03-15 17:10:17
538,2150001,2023-03-15 17:11:17
539,2150002,2023-03-15 17:12:17
540,2150003,2023-03-15 17:13:17
541,2150000,2023-03-15 17:14:17
542,2150001,2023-03-15 17:15:17
543,2150002,2023-03-15 17:16:17
544,2150003,2023-03-15 17:17:17
545,2150000,2023-03-15 17:18:17
546,2150001,2023-03-15 17:19:17
547,2150002,2023-03-15 17:20:17
548,2150003,2023-03-15 17:21:17
549,2150000,2023-03-15 17:22:17
550,2150001,2023-03-15 17:23:17
551,2150002,2023-03-15 17:24:17
552,2150003,2023-03-15 17:25:17
553,2150000,2023-03-15 17:26:17
554,2150001,2023-03-15 17:27:17
555,2150002,2023-03-15 17:28:17
556,2150003,2023-03-15 17:29:17
557,2150000,2023-03-15 17:30:17
558,2150001,2023-03-15 17:31:17
559,2150002,2023-03-15 17:32:17
560,2150003,2023-03-15 17:33:17
561,2150000,2023-03-15 17:34:17
562,2150001,2023-03-15 17:35:17
563,2150002,2023-03-15 17:36:17
564,2150003,2023-03-15 17:37:17
565,2150000,2023-03-15 17:38:17
566,2150001,2023-03-15 17:39:17
567,2150002,2023-03-15 17:40:17
568,2150003,2023-03-15 17:41:17
569,2150000,2023-03-15 17:42:17
570,2150001,2023-03-15 17:43:17
571,2150002,2023-03-15 17:44:17
572,2150003,2023-03-15 17:45:17
573,2150000,2023-03-15 17:46:17
574,2150001,2023-03-15 17:47:17
575,2150002,2023-03-15 17:48:17
576,2150003,2023-03-15 17:49:17
577,2150000,2023-03-15 17:50:17
578,2150001,2023-03-15 17:51:17
579,2150002,2023-03-15 17:52:17
580,2150003,2023-03-15 17:53:17
581,2150000,2023-03-15 17:54:17
582,2150001,2023-03-15 17:55:17
583,2150002,2023-03-15 17:56:17
584,2150003,2023-03-15 17:57:17
585,2150000,2023-03-15 17:58:17
586,2150001,2023-03-15 17:59:17
587,2150002,2023-03-15 18:00:17
588,2150003,2023-03-15 18:01:17
589,2150000,2023-03-15 18:02:17
590,2150001,2023-03-15 18:03:17
591,2150002,2023-03-15 18:04:17
592,2150003,2023-03-15 18:05:17
593,2150000,2023-03-15 18:06:17
594,2150001,2023-03-15 18:07:17
595,2150002,2023-03-15 18:08:17
596,2150003,2023-03-15 18:09:17
597,2150000,2023-03-15 18:10:17
598,2150001,2023-03-15 18:11:17
599,2150002,2023-03-15 18:12:17
600,2150003,2023-03-15 18:13:17
601,2150000,2023-03-15 18:14:17
602,2150001,2023-03-15 18:15:17
603,2150002,2023-03-15 18:16:17
604,2150003,2023-03-15 18:17:17
605,2150000,2023-03-15 18:18:17
606,2150001,2023-03-15 18:19:17
607,2150002,2023-03-15 18:20:17
608,2150003,2023-03-15 18:21:17
609,2150000,2023-03-15 18:22:17
610,2150001,2023-03-15 18:23:17
611,2150002,2023-03-15 18:24:17
612,2150003,2023-03-15 18:25:17
613,2150000,2023-03-15 18:26:17
614,2150001,2023-03-15 18:27:17
615,2150002,2023-03-15 18:28:17
616,2150003,2023-03-15 18:29:17
617,2150000,2023-03-15 18:30:17
618,2150001,2023-03-15 18:31:17
619,2150002,2023-03-15 18:32:17
620,2150003,2023-03-15 18:33:17
621,2150000,2023-03-15 18:34:17
622,2150001,2023-03-15 18:35:17
623,2150002,2023-03-15 18:36:17
624,2150003,2023-03-15 18:37:17
625,2150000,2023-03-15 18:38:17
626,2150001,2023-03-15 18:39:17
627,2150002,2023-03-15 18:40:17
628,2150003,2023-03-15 18:41:17
629,2150000,2023-03-15 18:42:17
630,2150001,2023-03-15 18:43:17
631,2150002,2023-03-15 18:44:17
632,2150003,2023-03-15 18:45:17
633,2150000,2023-03-15 18:46:17
634,2150001,2023-03-15 18:47:17
635,2150002,2023-03-15 18:48:17
636,2150003,2023-03-15 18:49:17
637,2150000,2023-03-15 18:50:17
638,2150001,2023-03-15 18:51:17
639,2150002,2023-03-15 18:52:17
640,2150003,2023-03-15 18:53:17
641,2150000,2023-03-15 18:54:17
642,2150001,2023-03-15 18:55:17
643,2150002,2023-03-15 18:56:17
644,2150003,2023-03-15 18:57:17
645,2150000,2023-03-15 18:58:17
646,2150001,2023-03-15 18:59:17
647,2150002,2023-03-15 19:00:17
648,2150003,2023-03-15 19:01:17
649,2150000,2023-03-15 19:02:17
650,2150001,2023-03-15 19:03:17
651,2150002,2023-03-15 19:04:17
652,2150003,2023-03-15 19:05:17
653,2150000,2023-03-15 19:06:17
654,2150001,2023-03-15 19:07:17
655,2150002,2023-03-15 19:08:17
656,2150003,2023-03-15 19:09:17
657,2150000,2023-03-15 19:10:17
658,2150001,2023-03-15 19:11:17
659,2150002,2023-03-15 19:12:17
660,2150003,2023-03-15 19:13:17
661,2150000,2023-03-15 19:14:17
662,2150001,2023-03-15 19:15:17
663,2150002,2023-03-15 19:16:17
664,2150003,2023-03-15 19:17:17
665,2150000,2023-03-15 19:18:17
666,2150001,2023-03-15 19:19:17
667,2150002,2023-03-15 19:20:17
668,2150003,2023-03-15 19:21:17
669,2150000,2023-03-15 19:22:17
670,2150001,2023-03-15 19:23:17
671,2150002,2023-03-15 19:24:17
672,2150003,2023-03-15 19:25:17
673,2150000,2023-03-15 19:26:17
674,2150001,2023-03-15 19:27:17
675,2150002,2023-03-15 19:28:17
676,2150003,2023-03-15 19:29:17
677,2150000,2023-03-15 19:30:17
678,2150001,2023-03-15 19:31:17
679,2150002,2023-03-15 19:32:17
680,2150003,2023-03-15 19:33:17
681,2150000,2023-03-15 19:34:17
682,2150001,2023-03-15 19:35:17
683,2150002,2023-03-15 19:36:17
684,2150003,2023-03-15 19:37:17
685,2150000,2023-03-15 19:38:17
686,2150001,2023-03-15 19:39:17
687,2150002,2023-03-15 19:40:17
688,2150003,2023-03-15 19:41:17
689,2150000,2023-03-15 19:42:17
690,2150001,2023-03-15 19:43:17
691,2150002,2023-03-15 19:44:17
692,2150003,2023-03-15 19:45:17
693,2150000,2023-03-15 19:46:17
694,2150001,2023-03-15 19:47:17
695,2150002,2023-03-15 19:48:17
696,2150003,2023-03-15 19:49:17
697,2150000,2023-03-15 19:50:17
698,2150001,2023-03-15 19:51:17
699,2150002,2023-03-15 19:52:17
700,2150003,2023-03-15 19:53:17
701,2150000,2023-03-15 19:54:17
702,2150001,2023-03-15 19:55:17
703,2150002,2023-03-15 19:56:17
704,2150003,2023-03-15 19:57:17
705,2150000,2023-03-15 19:58:17
706,2150001,2023-03-15 19:59:17
707,2150002,2023-03-15 20:00:17
708,2150003,2023-03-15 20:01:17
709,2150000,2023-03-15 20:02:17
710,2150001,2023-03-15 20:03:17
711,2150002,2023-03-15 20:04:17
712,2150003,2023-03-15 20:05:17
713,2150000,2023-03-15 20:06:17
714,2150001,2023-03-15 20:07:17
715,2150002,2023-03-15 20:08:17
716,2150003,2023-03-15 20:09:17
717,2150000,2023-03-15 20:10:17
718,2150001,2023-03-15 20:11:17
719,2150002,2023-03-15 20:12:17
720,2150003,2023-03-15 20:13:17
721,2150000,2023-03-15 20:14:17
722,2150001,2023-03-15 20:15:17
723,2150002,2023-03-15 20:16:17
724,2150003,2023-03-15 20:17:17
725,2150000,2023-03-15 20:18:17
726,2150001,2023-03-15 20:19:17
727,2150002,2023-03-15 20:20:17
728,2150003,2023-03-15 20:21:17
729,2150000,2023-03-15 20:22:17
730,2150001,2023-03-15 20:23:17
731,2150002,2023-03-15 20:24:17
732,2150003,2023-03-15 20:25:17
733,2150000,2023-03-15 20:26:17
734,2150001,2023-03-15 20:27:17
735,2150002,2023-03-15 20:28:17
